capital,id_zona,altura_sobre_nivel_del_mar,temperatura_media_anual,precipitacion_anual,profundidad_efectiva_suelo,aptitud
Monteria,822,357,24,3387,55,moderadamente apto
Bogota,823,779,14,1828,109,no apto
Inirida,824,486,22,1518,28,marginalmente apto
San Jose del Guaviare,825,1157,16,3148,48,no apto
Neiva,826,417,36,1412,79,no apto
Rioacha,827,792,20,2666,66,marginalmente apto
Santa Marta,828,676,29,2783,46,marginalmente apto
Villavicencio,829,614,18,3808,69,marginalmente apto
Pasto,830,1162,31,2654,25,marginalmente apto
Cucuta,831,449,32,1999,96,marginalmente apto
Mocoa,832,941,22,1168,17,no apto
Armenia,833,1379,40,2366,60,no apto
Pereira,834,362,36,1869,45,no apto
San Andres,835,1006,20,3233,97,marginalmente apto
Bucaramanga,836,1305,21,3350,19,no apto
Sincelejo,837,1011,23,1670,67,moderadamente apto
Ibague,838,1284,42,2166,67,no apto
Cali,839,989,38,1133,91,no apto
Mitu,840,1036,40,2189,72,no apto
Puerto Carreno,841,577,32,1723,65,marginalmente apto
Leticia,842,1283,41,3365,65,no apto
Medellin,843,417,22,2932,94,moderadamente apto
Arauca,844,905,40,3402,55,no apto
Barranquilla,845,845,43,2525,101,no apto
Cartagena,846,350,36,3497,42,no apto
Tunja,847,375,18,4146,17,no apto
Manizales,848,820,18,4185,50,marginalmente apto
Florencia,849,625,29,4143,99,moderadamente apto
Yopal,850,1059,29,2790,76,moderadamente apto
Popayan,851,1116,27,3740,105,sumamente apto
Valledupar,852,1227,44,2793,16,no apto
Quibdo,853,448,35,1631,53,no apto
Monteria,854,1256,36,2622,86,no apto
Bogota,855,565,19,1955,72,marginalmente apto
Inirida,856,1307,36,2579,97,no apto
San Jose del Guaviare,857,1037,14,3006,59,no apto
Neiva,858,1360,17,2488,73,no apto
Rioacha,859,363,38,3970,22,no apto
Santa Marta,860,883,29,3051,20,no apto
Villavicencio,861,1035,37,2149,106,no apto
Pasto,862,506,33,2080,72,no apto
Cucuta,863,1264,23,3604,68,moderadamente apto
Mocoa,864,1184,38,3746,28,no apto
Armenia,865,1086,44,3750,65,no apto
Pereira,866,581,14,3440,43,no apto
San Andres,867,1275,34,2199,43,no apto
Bucaramanga,868,1305,34,1354,46,no apto
Sincelejo,869,1062,19,2644,82,marginalmente apto
Ibague,870,749,14,4083,45,no apto
Cali,871,1163,27,2308,61,moderadamente apto
Mitu,872,381,34,3086,92,no apto
Puerto Carreno,873,401,33,3102,33,no apto
Leticia,874,870,23,3908,108,moderadamente apto
Medellin,875,982,38,2008,39,no apto
Arauca,876,1213,28,2032,102,sumamente apto
Barranquilla,877,904,14,2967,21,no apto
Cartagena,878,951,44,3483,47,no apto
Tunja,879,1334,41,2209,98,no apto
Manizales,880,1193,31,2622,36,marginalmente apto
Florencia,881,716,17,2819,57,no apto
Yopal,882,1311,40,3137,63,no apto
Popayan,883,878,22,1730,102,moderadamente apto
Valledupar,884,857,30,1288,16,no apto
Quibdo,885,749,19,1103,75,marginalmente apto
Monteria,886,798,15,2944,28,no apto
Bogota,887,500,41,3840,99,no apto
Inirida,888,623,41,1306,22,no apto
San Jose del Guaviare,889,1068,42,2284,48,no apto
Neiva,890,1080,16,4081,40,no apto
Rioacha,891,772,27,2109,16,no apto
Santa Marta,892,788,35,1225,68,no apto
Villavicencio,893,843,23,2669,108,moderadamente apto
Pasto,894,657,34,2786,45,no apto
Cucuta,895,909,19,2129,86,marginalmente apto
Mocoa,896,870,24,1670,57,moderadamente apto
Armenia,897,1311,25,2785,96,moderadamente apto
Pereira,898,431,28,4154,103,sumamente apto
San Andres,899,737,15,2583,93,no apto
Bucaramanga,900,795,20,2866,21,no apto
Sincelejo,901,719,15,1875,32,no apto
Ibague,902,685,19,3529,68,marginalmente apto
Cali,903,1197,34,2868,64,no apto
Mitu,904,826,33,2209,101,no apto
Puerto Carreno,905,968,17,3972,49,no apto
Leticia,906,532,30,3162,83,moderadamente apto
Medellin,907,1273,32,2107,37,marginalmente apto
Arauca,908,1129,20,1759,72,marginalmente apto
Barranquilla,909,989,21,3945,44,marginalmente apto
Cartagena,910,399,14,3473,98,no apto
Tunja,911,1106,17,3355,20,no apto
Manizales,912,1191,31,1333,106,marginalmente apto
Florencia,913,888,16,2109,63,no apto
Yopal,914,688,35,2690,17,no apto
Popayan,915,504,39,1948,80,no apto
Valledupar,916,405,37,2268,72,no apto
Quibdo,917,929,24,3792,17,no apto
Monteria,918,1017,27,2012,43,marginalmente apto
Bogota,919,890,38,1289,86,no apto
Inirida,920,437,28,2575,25,marginalmente apto
San Jose del Guaviare,921,960,28,3287,61,moderadamente apto
Neiva,922,604,31,3067,18,no apto
Rioacha,923,1141,24,1586,93,moderadamente apto
Santa Marta,924,1073,18,1506,62,marginalmente apto
Villavicencio,925,1273,32,3142,83,marginalmente apto
Pasto,926,1399,39,2395,26,no apto
Cucuta,927,782,20,4015,109,marginalmente apto
Mocoa,928,755,43,2083,102,no apto
Armenia,929,388,15,2950,107,no apto
Pereira,930,1283,23,2192,49,marginalmente apto
San Andres,931,844,30,3180,76,moderadamente apto
Bucaramanga,932,925,17,3371,22,no apto
Sincelejo,933,363,43,3062,77,no apto
Ibague,934,710,26,1990,47,marginalmente apto
Cali,935,383,15,3817,52,no apto
Mitu,936,957,31,4033,20,no apto
Puerto Carreno,937,780,30,3991,16,no apto
Leticia,938,1332,16,3894,88,no apto
Medellin,939,1053,26,2240,48,marginalmente apto
Arauca,940,1387,38,3586,68,no apto
Barranquilla,941,921,44,2939,93,no apto
Cartagena,942,1070,33,3702,53,no apto
Tunja,943,1249,32,3368,107,marginalmente apto
Manizales,944,503,23,1563,80,moderadamente apto
Florencia,945,713,26,2991,62,moderadamente apto
Yopal,946,735,24,1873,42,marginalmente apto
Popayan,947,672,19,1995,90,marginalmente apto
Valledupar,948,778,22,1898,49,marginalmente apto
Quibdo,949,1005,16,2963,56,no apto
Monteria,950,1026,22,1599,93,moderadamente apto
Bogota,951,575,42,2276,82,no apto
Inirida,952,671,38,2553,96,no apto
San Jose del Guaviare,953,830,15,1149,71,no apto
Neiva,954,1003,42,1474,86,no apto
Rioacha,955,535,16,3827,52,no apto
Santa Marta,956,1202,44,1927,44,no apto
Villavicencio,957,1030,27,1371,47,marginalmente apto
Pasto,958,483,43,2697,84,no apto
Cucuta,959,396,28,2524,59,moderadamente apto
Mocoa,960,718,17,1969,70,no apto
Armenia,961,652,21,1221,18,no apto
Pereira,962,963,25,3857,74,moderadamente apto
San Andres,963,574,27,1877,72,moderadamente apto
Bucaramanga,964,493,32,3199,43,marginalmente apto
Sincelejo,965,1072,20,3433,65,marginalmente apto
Ibague,966,1282,18,3474,26,marginalmente apto
Cali,967,412,17,3605,67,no apto
Mitu,968,788,28,3129,96,moderadamente apto
Puerto Carreno,969,927,39,3508,64,no apto
Leticia,970,433,34,1350,91,no apto
Medellin,971,454,14,1939,60,no apto
Arauca,972,363,35,2297,100,no apto
Barranquilla,973,968,44,2644,86,no apto
Cartagena,974,973,40,3323,91,no apto
Tunja,975,530,37,3962,19,no apto
Manizales,976,1215,31,1841,27,marginalmente apto
Florencia,977,503,33,3504,31,no apto
Yopal,978,1267,30,2067,42,marginalmente apto
Popayan,979,1263,27,3260,63,moderadamente apto
Valledupar,980,822,22,3172,74,moderadamente apto
Quibdo,981,818,42,2292,74,no apto
Monteria,982,379,44,2230,81,no apto
Bogota,983,443,37,1744,95,no apto
Inirida,984,1001,39,2561,49,no apto
San Jose del Guaviare,985,369,22,2682,85,moderadamente apto
Neiva,986,1165,28,2406,63,moderadamente apto
Rioacha,987,738,31,1738,39,marginalmente apto
Santa Marta,988,694,19,3519,40,marginalmente apto
Villavicencio,989,858,39,1162,31,no apto
Pasto,990,910,36,1842,15,no apto
Cucuta,991,1235,44,3420,75,no apto
Mocoa,992,787,15,4144,53,no apto
Armenia,993,937,24,2372,24,no apto
Pereira,994,737,42,3534,73,no apto
San Andres,995,623,21,1468,24,no apto
Bucaramanga,996,1006,29,1270,96,moderadamente apto
Sincelejo,997,486,36,2332,31,no apto
Ibague,998,1354,29,2421,83,moderadamente apto
Cali,999,958,42,2318,100,no apto
Mitu,1000,362,19,1790,36,marginalmente apto
Puerto Carreno,1001,1158,40,2106,103,no apto
Leticia,1002,720,30,3616,37,marginalmente apto
Medellin,1003,440,14,2631,37,no apto
Arauca,1004,1320,14,1936,38,no apto
Barranquilla,1005,1228,33,1624,61,no apto
Cartagena,1006,663,14,1912,97,no apto
Tunja,1007,514,42,3244,101,no apto
Manizales,1008,1324,36,3575,92,no apto
Florencia,1009,962,38,1965,100,no apto
Yopal,1010,839,21,2647,17,no apto
Popayan,1011,829,33,2119,64,no apto
Valledupar,1012,1231,44,3383,89,no apto
Quibdo,1013,1070,36,1686,107,no apto
Monteria,1014,667,14,3242,20,no apto
Bogota,1015,665,34,2423,87,no apto
Inirida,1016,836,24,1797,17,no apto
San Jose del Guaviare,1017,673,43,2975,33,no apto
Neiva,1018,1225,28,1535,65,moderadamente apto
Rioacha,1019,1045,30,3652,45,marginalmente apto
Santa Marta,1020,757,43,1717,38,no apto
Villavicencio,1021,697,35,1366,28,no apto
Pasto,1022,979,44,1356,21,no apto
Cucuta,1023,661,27,1206,16,no apto
Mocoa,1024,1148,22,1919,30,marginalmente apto
Armenia,1025,386,25,4088,57,moderadamente apto
Pereira,1026,1256,20,3722,97,marginalmente apto
San Andres,1027,686,38,2957,65,no apto
Bucaramanga,1028,909,38,3064,60,no apto
Sincelejo,1029,683,25,1586,74,moderadamente apto
Ibague,1030,926,37,3374,67,no apto
Cali,1031,1287,22,2745,83,moderadamente apto
Mitu,1032,1077,28,1271,85,moderadamente apto
Puerto Carreno,1033,650,28,1705,74,moderadamente apto
Leticia,1034,847,43,2779,30,no apto
Medellin,1035,923,30,2679,96,moderadamente apto
Arauca,1036,704,15,1954,19,no apto
Barranquilla,1037,1057,35,3367,85,no apto
Cartagena,1038,1101,15,2080,84,no apto
Tunja,1039,1096,20,3400,94,marginalmente apto
Manizales,1040,1032,18,1739,64,marginalmente apto
Florencia,1041,1374,37,2817,72,no apto
Yopal,1042,522,39,2402,101,no apto
Popayan,1043,986,44,1986,33,no apto
Valledupar,1044,1074,26,2933,17,no apto
Quibdo,1045,445,41,1881,86,no apto
Monteria,1046,1159,24,3573,41,marginalmente apto
Bogota,1047,971,43,1540,16,no apto
Inirida,1048,479,34,3769,43,no apto
San Jose del Guaviare,1049,642,40,1736,35,no apto
Neiva,1050,1250,37,1239,94,no apto
Rioacha,1051,646,21,1552,42,marginalmente apto
Santa Marta,1052,775,31,2376,59,marginalmente apto
Villavicencio,1053,938,41,2636,105,no apto
Pasto,1054,1270,38,3216,33,no apto
Cucuta,1055,1206,19,3196,26,marginalmente apto
Mocoa,1056,460,41,1841,19,no apto
Armenia,1057,895,32,3264,32,marginalmente apto
Pereira,1058,1204,14,1446,26,no apto
San Andres,1059,852,42,2942,32,no apto
Bucaramanga,1060,1170,24,1481,44,marginalmente apto
Sincelejo,1061,495,38,3370,95,no apto
Ibague,1062,880,15,2868,58,no apto
Cali,1063,879,38,1430,71,no apto
Mitu,1064,1063,28,1138,37,marginalmente apto
Puerto Carreno,1065,527,34,1340,74,no apto
Leticia,1066,352,40,2594,64,no apto
Medellin,1067,427,34,4086,63,no apto
Arauca,1068,1123,21,2595,98,moderadamente apto
Barranquilla,1069,825,25,4039,39,marginalmente apto
Cartagena,1070,667,25,3395,97,moderadamente apto
Tunja,1071,661,15,3283,45,no apto
Manizales,1072,814,38,4123,70,no apto
Florencia,1073,447,42,2435,91,no apto
Yopal,1074,684,40,2028,56,no apto
Popayan,1075,1158,44,3760,98,no apto
Valledupar,1076,1121,43,3367,79,no apto
Quibdo,1077,1249,31,4072,29,marginalmente apto
Monteria,1078,474,23,2803,104,moderadamente apto
Bogota,1079,471,22,2416,27,marginalmente apto
Inirida,1080,1222,38,1139,102,no apto
San Jose del Guaviare,1081,410,18,1789,46,marginalmente apto
Neiva,1082,1036,41,2203,108,no apto
Rioacha,1083,665,35,3839,69,no apto
Santa Marta,1084,841,30,3770,89,moderadamente apto
Villavicencio,1085,1187,40,2062,102,no apto
Pasto,1086,575,17,2974,19,no apto
Cucuta,1087,1143,17,2840,105,no apto
Mocoa,1088,701,18,1667,80,marginalmente apto
Armenia,1089,1266,37,3837,63,no apto
Pereira,1090,1377,42,1233,49,no apto
San Andres,1091,588,24,1974,17,no apto
Bucaramanga,1092,378,18,1698,22,no apto
Sincelejo,1093,1107,26,2533,27,marginalmente apto
Ibague,1094,454,24,3084,79,moderadamente apto
Cali,1095,874,40,1302,58,no apto
Mitu,1096,1254,42,3040,39,no apto
Puerto Carreno,1097,566,42,2487,86,no apto
Leticia,1098,558,14,1458,15,no apto
Medellin,1099,1017,34,3673,82,no apto
Arauca,1100,1164,31,1123,58,marginalmente apto
Barranquilla,1101,893,18,1227,68,marginalmente apto
Cartagena,1102,983,39,3039,85,no apto
Tunja,1103,850,26,1791,78,moderadamente apto
Manizales,1104,1378,24,4117,35,marginalmente apto
Florencia,1105,945,30,1871,27,marginalmente apto
Yopal,1106,786,41,1664,34,no apto
Popayan,1107,778,33,2905,81,no apto
Valledupar,1108,741,14,3902,99,no apto
Quibdo,1109,947,24,2978,84,moderadamente apto
Monteria,1110,1121,23,3872,38,marginalmente apto
Bogota,1111,893,39,2580,16,no apto
Inirida,1112,900,17,3420,18,no apto
San Jose del Guaviare,1113,472,37,1286,59,no apto
Neiva,1114,367,40,1174,23,no apto
Rioacha,1115,354,15,2831,80,no apto
Santa Marta,1116,1244,24,3356,26,marginalmente apto
Villavicencio,1117,1327,33,2942,68,no apto
Pasto,1118,1242,31,1651,17,no apto
Cucuta,1119,1115,22,2659,101,moderadamente apto
Mocoa,1120,1143,15,2015,108,no apto
Armenia,1121,915,32,1798,25,marginalmente apto
Pereira,1122,473,23,3870,31,marginalmente apto
San Andres,1123,855,15,4131,72,no apto
Bucaramanga,1124,750,29,3495,54,moderadamente apto
Sincelejo,1125,1159,17,3053,56,no apto
Ibague,1126,410,30,2646,80,moderadamente apto
Cali,1127,1198,38,3967,75,no apto
Mitu,1128,419,24,3234,15,no apto
Puerto Carreno,1129,1352,22,1829,83,moderadamente apto
Leticia,1130,1202,38,3020,70,no apto
Medellin,1131,946,42,2393,64,no apto
Arauca,1132,857,14,1518,56,no apto
Barranquilla,1133,990,44,3655,94,no apto
Cartagena,1134,1091,14,1563,24,no apto
Tunja,1135,804,31,1577,43,marginalmente apto
Manizales,1136,1397,33,2076,83,no apto
Florencia,1137,1173,30,2617,80,moderadamente apto
Yopal,1138,365,18,3135,93,marginalmente apto
Popayan,1139,523,17,3511,90,no apto
Valledupar,1140,1027,36,1236,102,no apto
Quibdo,1141,1318,37,3480,42,no apto
Monteria,1142,359,41,3968,61,no apto
Bogota,1143,1003,15,3322,19,no apto
Inirida,1144,599,34,1144,50,no apto
San Jose del Guaviare,1145,567,44,2863,65,no apto
Neiva,1146,998,17,3465,29,no apto
Rioacha,1147,1221,20,1890,26,marginalmente apto
Santa Marta,1148,1177,15,1648,92,no apto
Villavicencio,1149,1348,35,1352,23,no apto
Pasto,1150,1166,41,2630,40,no apto
Cucuta,1151,790,26,2944,54,moderadamente apto
Mocoa,1152,655,24,3047,66,moderadamente apto
Armenia,1153,687,42,1961,37,no apto
Pereira,1154,481,34,2847,105,no apto
San Andres,1155,869,40,1394,29,no apto
Bucaramanga,1156,895,17,2010,82,no apto
Sincelejo,1157,1265,30,3007,21,no apto
Ibague,1158,765,31,3148,100,marginalmente apto
Cali,1159,783,28,3517,106,sumamente apto
Mitu,1160,552,37,1835,51,no apto
Puerto Carreno,1161,1060,30,1791,16,no apto
Leticia,1162,708,29,3945,25,marginalmente apto
Medellin,1163,1074,17,1213,47,no apto
Arauca,1164,682,21,3067,35,marginalmente apto
Barranquilla,1165,368,35,2354,24,no apto
Cartagena,1166,886,24,3011,60,moderadamente apto
Tunja,1167,610,19,2877,78,marginalmente apto
Manizales,1168,1027,43,1181,100,no apto
Florencia,1169,1317,40,2042,45,no apto
Yopal,1170,891,40,1379,84,no apto
Popayan,1171,791,14,2446,29,no apto
Valledupar,1172,1084,36,3488,59,no apto
Quibdo,1173,985,30,2830,45,marginalmente apto
Monteria,1174,1358,26,1259,50,marginalmente apto
Bogota,1175,843,17,2099,90,no apto
Inirida,1176,964,42,3887,58,no apto
San Jose del Guaviare,1177,695,36,2148,67,no apto
Neiva,1178,1334,43,3449,99,no apto
Rioacha,1179,1278,39,2629,29,no apto
Santa Marta,1180,398,34,3240,45,no apto
Villavicencio,1181,414,19,1226,69,marginalmente apto
Pasto,1182,744,20,1616,72,marginalmente apto
Cucuta,1183,1398,21,4064,41,marginalmente apto
Mocoa,1184,358,21,1248,86,moderadamente apto
Armenia,1185,971,39,1467,20,no apto
Pereira,1186,619,35,1325,70,no apto
San Andres,1187,708,40,3456,46,no apto
Bucaramanga,1188,1345,41,2560,65,no apto
Sincelejo,1189,862,38,1140,45,no apto
Ibague,1190,1240,16,1715,35,no apto
Cali,1191,563,23,2990,89,moderadamente apto
Mitu,1192,594,18,4107,68,marginalmente apto
Puerto Carreno,1193,446,41,1661,76,no apto
Leticia,1194,508,30,3134,49,marginalmente apto
Medellin,1195,519,24,2400,65,moderadamente apto
Arauca,1196,1394,26,1165,70,moderadamente apto
Barranquilla,1197,1395,43,1418,43,no apto
Cartagena,1198,1110,23,1483,27,marginalmente apto
Tunja,1199,678,37,3905,89,no apto
Manizales,1200,1092,22,1788,80,moderadamente apto
Florencia,1201,1270,17,2897,28,no apto
Yopal,1202,1173,31,2950,18,no apto
Popayan,1203,497,34,3787,73,no apto
Valledupar,1204,1238,21,3270,44,marginalmente apto
Quibdo,1205,617,33,2692,20,no apto
Monteria,1206,491,33,1853,25,no apto
Bogota,1207,592,39,2090,108,no apto
Inirida,1208,691,44,2170,60,no apto
San Jose del Guaviare,1209,559,31,3210,108,marginalmente apto
Neiva,1210,640,19,2281,106,marginalmente apto
Rioacha,1211,744,31,2883,106,marginalmente apto
Santa Marta,1212,837,42,2845,19,no apto
Villavicencio,1213,618,18,2704,29,marginalmente apto
Pasto,1214,914,15,2177,94,no apto
Cucuta,1215,584,30,3677,47,marginalmente apto
Mocoa,1216,872,16,1450,47,no apto
Armenia,1217,448,23,4024,75,moderadamente apto
Pereira,1218,457,28,2906,77,moderadamente apto
San Andres,1219,1148,21,1916,105,moderadamente apto
Bucaramanga,1220,1206,43,4110,42,no apto
Sincelejo,1221,1363,32,1297,37,marginalmente apto
Ibague,1222,351,23,2600,61,moderadamente apto
Cali,1223,1291,39,2553,38,no apto
Mitu,1224,725,28,2876,63,moderadamente apto
Puerto Carreno,1225,756,35,2539,30,no apto
Leticia,1226,1339,24,3077,71,moderadamente apto
Medellin,1227,1311,29,1534,81,moderadamente apto
Arauca,1228,994,26,3520,105,sumamente apto
Barranquilla,1229,466,21,3811,19,no apto
Cartagena,1230,1368,17,3733,19,no apto
Tunja,1231,1334,27,2009,99,moderadamente apto
Manizales,1232,788,33,1385,60,no apto
Florencia,1233,881,28,2754,96,moderadamente apto
Yopal,1234,723,33,1913,61,no apto
Popayan,1235,1208,24,2134,49,marginalmente apto
Valledupar,1236,583,18,1433,106,marginalmente apto
Quibdo,1237,912,37,2350,74,no apto
Monteria,1238,1064,31,1377,42,marginalmente apto
Bogota,1239,1145,39,3297,21,no apto
Inirida,1240,1276,20,1443,51,marginalmente apto
San Jose del Guaviare,1241,1215,32,2779,77,marginalmente apto
Neiva,1242,453,22,3135,16,no apto
Rioacha,1243,1047,25,2334,39,marginalmente apto
Santa Marta,1244,794,17,4017,100,no apto
Villavicencio,1245,1019,36,3764,40,no apto
Pasto,1246,827,19,2439,80,marginalmente apto
Cucuta,1247,953,32,4091,75,marginalmente apto
Mocoa,1248,941,15,2278,87,no apto
Armenia,1249,532,43,3701,34,no apto
Pereira,1250,1042,37,3089,69,no apto
San Andres,1251,1257,18,2441,84,marginalmente apto
Bucaramanga,1252,1037,38,2728,100,no apto
Sincelejo,1253,1051,39,2191,27,no apto
Ibague,1254,395,28,3429,106,sumamente apto
Cali,1255,1106,30,1658,79,moderadamente apto
Mitu,1256,484,27,3223,87,moderadamente apto
Puerto Carreno,1257,1386,22,2850,84,moderadamente apto
Leticia,1258,511,28,2802,69,moderadamente apto
Medellin,1259,401,26,2645,31,marginalmente apto
Arauca,1260,1120,17,1389,42,no apto
Barranquilla,1261,1338,26,3387,16,no apto
Cartagena,1262,368,40,1522,78,no apto
Tunja,1263,611,35,3093,95,no apto
Manizales,1264,1324,43,1537,43,no apto
Florencia,1265,988,19,2568,45,marginalmente apto
Yopal,1266,807,22,3573,100,moderadamente apto
Popayan,1267,574,28,1722,51,moderadamente apto
Valledupar,1268,992,38,2464,108,no apto
Quibdo,1269,580,36,1918,59,no apto
Monteria,1270,1061,32,3574,59,marginalmente apto
Bogota,1271,1277,19,2276,73,marginalmente apto
Inirida,1272,904,34,3519,91,no apto
San Jose del Guaviare,1273,1194,35,3924,54,no apto
Neiva,1274,821,25,3253,55,moderadamente apto
Rioacha,1275,402,44,3570,38,no apto
Santa Marta,1276,824,16,1165,72,no apto
Villavicencio,1277,471,17,2463,100,no apto
Pasto,1278,1396,30,1672,46,marginalmente apto
Cucuta,1279,467,39,2252,26,no apto
Mocoa,1280,978,14,1572,99,no apto
Armenia,1281,405,36,1659,99,no apto
Pereira,1282,820,33,2353,16,no apto
San Andres,1283,1303,40,3089,51,no apto
Bucaramanga,1284,1376,27,3153,30,marginalmente apto
Sincelejo,1285,683,21,1301,15,no apto
Ibague,1286,1311,43,3574,54,no apto
Cali,1287,1071,27,1442,93,moderadamente apto
Mitu,1288,1349,41,3987,37,no apto
Puerto Carreno,1289,699,26,2748,74,moderadamente apto
Leticia,1290,1265,37,2543,58,no apto
Medellin,1291,975,44,2708,87,no apto
Arauca,1292,1107,14,1764,42,no apto
Barranquilla,1293,1059,34,2339,35,no apto
Cartagena,1294,1166,19,3824,99,marginalmente apto
Tunja,1295,428,30,3218,90,moderadamente apto
Manizales,1296,646,19,2981,29,marginalmente apto
Florencia,1297,1212,27,2256,52,moderadamente apto
Yopal,1298,1077,19,4077,98,marginalmente apto
Popayan,1299,776,27,2133,95,moderadamente apto
Valledupar,1300,483,41,3839,39,no apto
Quibdo,1301,756,31,3518,107,marginalmente apto
Monteria,1302,986,21,3533,89,moderadamente apto
Bogota,1303,1107,26,2355,56,moderadamente apto
Inirida,1304,1197,33,3837,66,no apto
San Jose del Guaviare,1305,1122,39,3190,93,no apto
Neiva,1306,1175,35,2543,84,no apto
Rioacha,1307,750,17,2964,85,no apto
Santa Marta,1308,364,17,2835,33,no apto
Villavicencio,1309,355,40,1179,43,no apto
Pasto,1310,870,19,1757,89,marginalmente apto
Cucuta,1311,501,31,3784,78,marginalmente apto
Mocoa,1312,910,33,2739,46,no apto
Armenia,1313,915,35,2228,60,no apto
Pereira,1314,979,27,3106,32,marginalmente apto
San Andres,1315,587,15,2121,82,no apto
Bucaramanga,1316,1047,17,2831,51,no apto
Sincelejo,1317,922,21,3490,88,moderadamente apto
Ibague,1318,847,32,1517,90,marginalmente apto
Cali,1319,752,27,3910,55,moderadamente apto
Mitu,1320,1162,41,1209,84,no apto
Puerto Carreno,1321,776,22,3503,52,moderadamente apto
Leticia,1322,511,33,3919,72,no apto
Medellin,1323,880,16,3638,34,no apto
Arauca,1324,467,43,3121,28,no apto
Barranquilla,1325,1161,18,1371,75,marginalmente apto
Cartagena,1326,985,16,1667,67,no apto
Tunja,1327,485,36,2645,83,no apto
Manizales,1328,941,44,4111,69,no apto
Florencia,1329,457,27,2124,62,moderadamente apto
Yopal,1330,406,43,1605,99,no apto
Popayan,1331,1155,35,2448,34,no apto
Valledupar,1332,729,22,3285,88,moderadamente apto
Quibdo,1333,931,35,3732,101,no apto
Monteria,1334,1345,34,3826,88,no apto
Bogota,1335,1177,41,3244,43,no apto
Inirida,1336,1169,34,2606,33,no apto
San Jose del Guaviare,1337,875,18,1296,78,marginalmente apto
Neiva,1338,679,25,4139,70,moderadamente apto
Rioacha,1339,1008,35,4047,98,no apto
Santa Marta,1340,1192,42,3158,36,no apto
Villavicencio,1341,1293,27,3082,34,marginalmente apto
Pasto,1342,741,27,1740,20,no apto
Cucuta,1343,517,20,4133,26,marginalmente apto
Mocoa,1344,786,28,2977,76,moderadamente apto
Armenia,1345,1052,20,1803,67,marginalmente apto
Pereira,1346,717,26,2024,69,moderadamente apto
San Andres,1347,996,43,3055,75,no apto
Bucaramanga,1348,535,40,2234,18,no apto
Sincelejo,1349,1237,20,1623,64,marginalmente apto
Ibague,1350,1020,27,1226,33,marginalmente apto
Cali,1351,944,25,3221,52,moderadamente apto
Mitu,1352,777,40,1757,101,no apto
Puerto Carreno,1353,1075,34,3869,16,no apto
Leticia,1354,565,32,2236,67,marginalmente apto
Medellin,1355,1312,26,3607,42,marginalmente apto
Arauca,1356,1107,37,3759,22,no apto
Barranquilla,1357,384,24,1684,21,no apto
Cartagena,1358,1109,21,4146,86,moderadamente apto
Tunja,1359,351,30,2761,100,moderadamente apto
Manizales,1360,1062,33,1603,77,no apto
Florencia,1361,1037,30,1637,29,marginalmente apto
Yopal,1362,1311,40,2904,100,no apto
Popayan,1363,454,24,2467,23,no apto
Valledupar,1364,851,16,2292,52,no apto
Quibdo,1365,1315,18,2029,64,marginalmente apto
Monteria,1366,905,36,1610,101,no apto
Bogota,1367,533,41,1527,21,no apto
Inirida,1368,943,25,1973,44,marginalmente apto
San Jose del Guaviare,1369,598,29,3440,109,moderadamente apto
Neiva,1370,727,41,3708,96,no apto
Rioacha,1371,840,42,3660,45,no apto
Santa Marta,1372,781,37,2810,30,no apto
Villavicencio,1373,472,18,4048,81,marginalmente apto
Pasto,1374,920,32,2981,101,marginalmente apto
Cucuta,1375,658,44,2456,15,no apto
Mocoa,1376,627,26,3309,89,moderadamente apto
Armenia,1377,733,35,1770,101,no apto
Pereira,1378,705,14,2351,80,no apto
San Andres,1379,893,19,3332,84,marginalmente apto
Bucaramanga,1380,1204,40,3675,89,no apto
Sincelejo,1381,923,39,1272,67,no apto
Ibague,1382,1069,14,2720,41,no apto
Cali,1383,757,22,3174,99,moderadamente apto
Mitu,1384,1091,15,1411,22,no apto
Puerto Carreno,1385,983,24,3115,37,marginalmente apto
Leticia,1386,1042,35,1885,98,no apto
Medellin,1387,1150,15,3307,82,no apto
Arauca,1388,1020,23,2567,86,moderadamente apto
Barranquilla,1389,713,30,4181,83,moderadamente apto
Cartagena,1390,638,29,1431,23,no apto
Tunja,1391,716,27,4181,84,moderadamente apto
Manizales,1392,526,14,2426,69,no apto
Florencia,1393,1276,41,1706,102,no apto
Yopal,1394,610,18,3824,82,marginalmente apto
Popayan,1395,375,20,2005,93,marginalmente apto
Valledupar,1396,1076,19,3348,104,marginalmente apto
Quibdo,1397,1264,35,1484,46,no apto
Monteria,1398,618,25,2370,71,moderadamente apto
Bogota,1399,1079,32,2259,90,marginalmente apto
Inirida,1400,689,26,1963,106,sumamente apto
San Jose del Guaviare,1401,1383,21,3869,44,marginalmente apto
Neiva,1402,776,30,2126,86,moderadamente apto
Rioacha,1403,747,35,1639,103,no apto
Santa Marta,1404,1163,30,3730,95,moderadamente apto
Villavicencio,1405,640,34,3607,18,no apto
Pasto,1406,1117,26,2134,67,moderadamente apto
Cucuta,1407,568,27,3085,48,marginalmente apto
Mocoa,1408,1031,40,1770,27,no apto
Armenia,1409,953,36,3658,57,no apto
Pereira,1410,1134,19,3788,51,marginalmente apto
San Andres,1411,929,16,3857,73,no apto
Bucaramanga,1412,787,18,1225,96,marginalmente apto
Sincelejo,1413,406,37,1632,99,no apto
